QRR,TAPI,VMA,VMACD,VOSC,VSTD,CR,PSY,VR,AR,BR,WAD,MOBV,PVT,WVAD,BBI,MA,EXPMA,MACD,MTM,PRICEOSC,TRIX,BIAS,CCI,DBCD,DPO,K,D,J,RSI,SRDM,VROC,VRSI,WR,ADTM,CDP,DPTB,JDQS,JDRS,MI,MICD,RC,RCCD,SRMI,ATR,CVLT,MASS,STD,VHF,49
-0.178639974,-0.389970949,-0.398144091,-0.32814206,-4.521826586,-0.818658765,-0.355427251,-0.401020665,-0.229271188,0.941951024,-0.347448011,-2.003180692,-0.568097084,1.568404907,1.407969277,-0.954699846,-0.957371762,-0.959915808,-0.239926727,0.12356495,-0.266378082,-0.136800079,-0.121843415,-0.326245387,-0.585195319,-0.048743157,0.165373402,-0.253816191,0.624859705,-0.371317732,-0.391574589,-0.677667405,-0.565422992,0.805470111,0.974889686,-0.942154359,1.056575766,-1.020356306,-0.54461199,-0.145684118,-0.676470173,0.989882087,1.068889067,-0.313085047,-0.980170835,-1.174166649,-0.60405673,-0.60548068,0.189262094,-1
-0.142048231,-0.408321874,-0.404943959,-0.503788717,-4.141831087,-0.818655674,-0.315936306,-0.401020665,-0.271933689,0.797523777,-0.360299797,-1.985479518,-0.13819817,1.573573195,1.69355122,-0.955455856,-0.957528245,-0.954386559,-0.242614007,0.261583607,-0.208395262,-0.112120147,0.083914909,-0.065924881,-0.675999651,0.085256222,0.251953893,-0.473050096,1.053072598,0.159917938,-0.27555007,-0.789973987,-0.599283716,0.50328258,1.029330879,-0.942870248,1.056575766,-0.368382853,-0.54461199,-0.129265335,-0.619452039,0.994174078,1.046721556,-0.182070656,-0.91583688,-1.269735735,-0.67135169,-0.605153517,0.204101807,-1
0.860318843,0.055672984,-0.449378115,-0.665543926,-3.649303569,-0.676932552,-0.304165065,-0.401020665,-0.067280979,0.850328847,-0.256226898,-1.972297793,1.013834142,1.576488324,1.757335235,-0.959490531,-0.967856144,-0.958369603,-0.317174632,0.297642536,-0.135023503,-0.086936544,0.159925485,-0.217219662,-0.721401817,0.160182081,-0.117552245,-0.850771813,0.762803147,0.511369169,-0.438396013,-0.769116572,0.281066102,0.285852527,0.92791609,-0.955821344,1.807749457,-0.368382853,-1.101783259,-0.098081565,-0.508623042,1.03005754,1.024554046,-0.058762993,-0.910690163,-1.131513403,-0.758081269,-0.60485152,0.149380368,1
0.412789491,-0.174312689,-0.539445949,-1.283897774,-2.899420081,-0.522989361,-0.251763948,-0.401020665,-0.06781255,0.917400514,-0.180557915,-2.014291003,-0.378972422,1.567329585,1.271289905,-0.96423659,-0.981887481,-0.971397424,-0.464018527,-0.181070826,-0.045250005,-0.047650122,-0.224457692,-0.382790259,-0.585195319,-0.082847105,-0.883789378,-1.208782064,-0.336860069,-0.147699078,-0.46629041,-0.28606006,-0.178441907,0.765003501,0.814697679,-0.975931337,1.807749457,-0.368382853,-1.101783259,-0.064469246,-0.349684995,0.833665707,1.002190363,-0.325415813,-0.901200905,-1.297620631,-0.871853324,-0.604750855,0.234708713,1
-0.682907084,-0.76056964,-0.541866019,-1.857375348,-2.853019314,-0.179244328,-0.414660243,-0.401020665,-0.225310191,0.684451856,-0.42006073,-2.026719487,-0.310207867,1.562980274,1.253685601,-0.963252202,-0.988407619,-0.975398751,-0.554566189,-0.2880042,0.053723096,0.020345607,-0.477826277,-0.708542726,-0.085771494,-0.261558645,-1.237119808,-1.313288002,-0.91484658,-0.603722803,-0.544791636,-1.019733235,-1.408750334,1.030752097,0.827464862,-0.977167873,1.807749457,-0.368382853,-0.990226415,-0.020353078,-0.190034221,0.762902262,0.979041989,-0.763158015,-0.851221463,-1.33829783,-1.004645024,-0.604121695,0.177204828,-1
-0.085721615,-0.429031587,-0.51239764,-1.981706338,-2.230844741,0.385478931,-0.390972185,-0.401020665,-0.048306238,0.722448398,-0.380365399,-2.017303969,0.824482437,1.564284389,1.486246504,-0.960002412,-0.97761027,-0.972779083,-0.598610248,-0.225833633,0.144678195,0.10722904,-0.477342573,-0.83984065,0.186641501,-0.269184905,-1.325746598,-1.270612383,-1.140460222,-0.453380472,-0.4916122,-0.994752934,-0.953545015,1.064017712,0.831800886,-0.992266638,1.056575766,0.2835906,-1.101783259,0.035503564,-0.056041608,0.812248068,0.954912753,-0.789360893,-0.763646866,-1.040511248,-1.143108036,-0.608299316,0.18740713,1
-0.595128015,-0.591679227,-0.505654613,-2.307637925,-1.574981939,0.344437337,-0.298949959,-1.00482893,0.046755918,0.750736189,-0.328726135,-2.046492075,-0.226411694,1.558737206,1.228509508,-0.957592632,-0.967543177,-0.973291003,-0.659506739,-0.392450751,0.252063166,0.205193257,-0.840304588,-1.099181471,0.413652331,-0.501485914,-1.459006922,-1.156568165,-1.538067289,-1.153047835,-0.524321045,-1.113043776,-1.302962161,1.368388595,0.78434551,-0.995195278,1.056575766,0.088174615,-0.990226415,0.101566074,0.085791,0.581846741,0.93039117,-0.858721453,-0.605385336,-1.209961849,-1.296579276,-0.611017286,0.054777201,1
-0.340630387,-0.304483432,-0.323958029,-2.423842136,-0.762921632,0.450369947,-0.305672222,-1.608629948,0.144392366,0.495054536,-0.44148811,-2.057979007,-0.365559621,1.557940306,1.229327976,-0.943504082,-0.95304239,-0.960869127,-0.61924309,-0.652323719,0.438530965,0.318519473,-1.040788239,-1.304760309,0.504456663,-0.616770967,-1.351600044,-0.910282275,-1.613449999,-1.276362149,-0.50035906,-1.135143964,-0.986409835,1.419622796,0.745562182,-0.974174153,1.056575766,-0.072031283,-0.854151584,0.21307077,0.231543603,0.476813865,0.905477243,-0.872593565,-0.546801227,-1.188702522,-1.448736432,-0.615949898,-0.037043519,-1
-0.401479577,-0.165900685,-0.156100569,-2.661108219,0.124335426,0.886448061,-0.100577237,-1.00482893,0.430876647,0.811317462,-0.20465727,-2.036323315,-0.983612814,1.559446684,1.609018796,-0.925097354,-0.935933548,-0.940016256,-0.501230519,-0.684652413,0.68151865,0.428571821,-1.176110097,-1.00274276,0.413652331,-0.692330919,-1.146814447,-0.601482317,-1.568998953,-1.219799591,-0.524909069,-0.910441632,-0.862840431,0.874788167,0.84601341,-0.924712682,0.305927739,0.088174615,-0.990226415,0.365443637,0.378365297,0.443034083,0.880367142,-0.946578162,-0.465780652,-1.171652236,-1.505103742,-0.621134173,-0.07878021,-1
-1.217804362,-0.639970581,0.071594416,-2.913899475,0.411195948,1.622866518,-0.043205926,-0.401020665,0.380793499,0.934312861,-0.079288526,-1.981148379,0.226267819,1.57643575,1.873166885,-0.911166306,-0.910113802,-0.911999129,-0.310251471,-0.274326675,0.794445889,0.520995646,-0.55920366,-0.335947822,0.232043667,-0.383698763,-0.725194753,-0.253879682,-1.140200124,-0.408910112,-0.337660123,-1.061987528,-1.515466728,-0.053889347,0.826501301,-0.920612586,0.305927739,0.2835906,-1.101783259,0.44647972,0.474939761,0.606456171,0.85506087,-0.800150313,-0.470404655,-1.262681921,-1.423768826,-0.598509591,-0.027768698,1
-1.007710197,-0.395247345,0.605709548,-2.612519858,0.683947636,2.918867386,-0.149213886,0.202780354,0.271688293,0.958825027,-0.093259653,-1.973615965,0.361978767,1.577298893,2.147360628,-0.909145031,-0.895508693,-0.904714728,-0.244253703,-0.238267747,0.810369361,0.580680786,-0.486279574,-0.127980147,0.186641501,-0.361111324,-0.597376803,0.029548355,-1.218601115,-0.327086606,-0.133395227,-0.901299725,-1.336610168,-0.115925041,0.914185347,-0.925038086,0.305927739,0.088174615,-0.990226415,0.475011453,0.459259774,0.601106295,0.829558424,-1.093006011,-0.453436574,-0.395628683,-1.270297586,-0.58499524,-0.020348842,-1
-0.617946462,0.160739677,0.673642885,-2.15619605,0.831913252,2.616298246,-0.19899118,0.202780354,0.057097534,0.708762076,-0.209748465,-1.987550932,0.184619934,1.57642743,1.81787451,-0.906449122,-0.885285116,-0.896398653,-0.156074491,-0.347687944,0.724759598,0.630544321,-0.428442436,-0.040610116,0.232043667,-0.369680155,-0.29577057,0.382533061,-1.03396864,-0.402847702,-0.048682995,-0.634681938,-0.93495159,-0.155784787,0.91707603,-0.900632755,-0.445245952,0.088174615,-0.990226415,0.456298212,0.39048165,0.268464908,0.803467461,-0.137371628,-0.327945152,0.168544912,-1.083351771,-0.579433469,-0.156688699,-1
-0.635420047,0.419500525,0.921140703,-1.815832898,0.885149613,2.400474281,-0.206648566,0.806581373,-0.000712047,0.716906383,-0.24343959,-1.964012137,-0.881412525,1.579063405,1.876874867,-0.902007567,-0.874696412,-0.881835075,-0.007408712,-0.542903522,0.56017954,0.66554953,-0.199466336,0.192739512,0.368250165,-0.242552978,0.193376976,0.741774057,-0.484938762,-0.302287815,0.237133503,-0.924583612,-0.777057352,-0.226194519,1.077508927,-0.856703159,0.305927739,0.088174615,-1.603176106,0.408919145,0.267892663,0.681028002,0.776199461,0.231010013,-0.361559644,0.780994003,-0.890457995,-0.580213627,-0.148341361,-1
-0.619385463,0.783991057,1.323641963,-1.36413482,1.181393448,2.207207248,-0.249727573,0.806581373,-0.04177806,0.736482373,-0.286098337,-1.921265685,-0.449212303,1.596025115,1.7875515,-0.898096268,-0.862073425,-0.864301843,0.179288907,-0.565284926,0.384233612,0.673608283,0.460535794,0.500804058,0.504456663,0.195708454,0.768157573,1.004528497,0.346743408,0.345302631,0.521296183,0.348476586,-0.541859718,-0.635847752,1.183982411,-0.844337792,0.305927739,0.675009406,-1.603176106,0.351006431,0.122496423,0.937102688,0.747165908,1.155817481,-0.366143439,1.157186206,-0.643686753,-0.581950107,-0.618574746,-1
-0.451844617,1.627436724,1.883772027,-0.920757921,0.986933285,2.128624056,-0.373841972,0.806581373,0.329519208,0.8607917,-0.162148113,-1.885863337,-0.29896015,1.601342464,1.825276626,-0.897096131,-0.84955476,-0.86307167,0.26350552,0.249149494,0.266917571,0.645654483,0.7035393,0.65373861,0.504456663,0.424256316,0.906968428,1.074226798,0.540287816,0.539337812,0.735998508,0.47288321,-0.015655171,-0.744659402,1.16302496,-0.86783199,-0.445245952,0.935564054,-1.658954527,0.319256496,0.005252886,0.850307751,0.714797419,1.604349103,-0.378206055,1.025427321,-0.344282967,-0.588845698,0.109498641,1
-1.437971535,-0.109224032,2.718947398,-0.996592025,0.670604681,2.355334244,-0.996652439,0.202780354,-0.18569133,-0.13683736,-0.826012609,-1.908837201,0.094183658,1.592232857,1.461558325,-0.902781952,-0.82874248,-0.867887889,0.308597163,0.388411563,0.163949535,0.600072161,0.638216272,0.558263243,0.64066316,0.397624389,0.930771249,1.100419216,0.556805473,0.380198189,0.0193073,-0.649346663,-1.322793213,-0.608108324,0.944537516,-0.856638079,0.305927739,0.2835906,-1.658954527,0.287879039,-0.074928864,0.821122213,0.678113132,1.528823159,-0.424164625,0.811338251,0.027118818,-0.60276271,-0.129791721,1
-0.860315366,1.238821593,3.2148086,0.640299886,0.255832052,2.324787658,-0.603902675,0.202780354,-0.616028434,-0.901088307,-0.456261345,-1.922395547,-0.778978381,1.59163908,1.413445235,-0.902065318,-0.836097195,-0.866754354,0.395182226,0.809928003,-0.00195279,0.543660889,0.662355389,0.771726785,0.86767399,0.443587599,1.050399678,1.126274643,0.763657755,0.360037278,0.004202429,0.543353473,-0.604417938,-0.58890906,0.776396132,-0.856377755,0.305927739,0.2835906,-1.101783259,0.287089388,-0.167226968,0.829482527,0.636132183,0.782811802,-0.423883164,1.045429442,0.511670197,-0.422747538,-0.405253881,-1
-0.400657291,2.059379362,3.428117625,1.852813539,-0.196312315,2.541443987,-0.227550097,0.806581373,-0.232695282,-0.768529866,-0.029611977,-1.877765992,0.399223831,1.600552755,0.420111034,-0.900723926,-0.852162815,-0.863878726,0.490740071,1.166787054,-0.205103661,0.467606406,0.920376742,0.840416497,1.049282654,0.598443513,1.206999919,1.09752794,1.107690335,0.542556598,-0.02887393,1.825806362,-0.059107511,-0.742526904,0.751584438,-0.785309431,-0.445245952,0.2835906,-1.101783259,0.275661795,-0.282332325,0.94875756,0.5886584,0.770481036,-0.446842344,1.179127667,1.010607344,-0.248117972,-0.664021365,-1
0.313498413,3.153124757,3.261894259,2.724551387,-0.730426507,2.68487218,0.681911402,0.806581373,0.1886798,-0.392225042,0.623185489,-1.841987023,-0.759563923,1.630840674,-0.920484866,-0.915683987,-0.890136099,-0.868969188,0.518979281,1.419199554,-0.340481308,0.369390352,1.530925931,1.72934688,1.09468482,0.980304899,1.343889936,0.966018854,1.532933537,1.032671186,0.362419403,0.978675229,0.631798228,-1.147911749,0.321836257,-0.792793733,0.305927739,0.2835906,-1.101783259,0.242883825,-0.437706739,1.020989953,0.535887955,0.765856999,-0.489342963,1.305802666,1.334563762,-0.239183904,-0.306940787,-1
1.638612883,4.893311734,2.794333662,2.833874935,-1.192376201,2.801839086,0.80333347,1.410389637,0.699863561,0.133997919,1.207873391,-1.78266926,1.303596583,1.672769989,0.496001737,-0.941488057,-0.94923463,-0.901415983,0.329731024,1.153109529,-0.399533195,0.261604529,2.218637371,1.85816608,0.731467492,1.438188955,1.290569367,0.69148442,1.748589139,1.637335419,0.167158627,1.304214961,2.293739032,-1.790556508,0.578625248,-0.916772814,0.305927739,0.2835906,-1.101783259,0.197113858,-0.615532043,1.169226857,0.478213194,1.235967461,-0.545353713,1.019958015,1.570407354,-0.262034984,-0.211410139,1
